list-card-addr,list-card-price,json_data,list-card-details,list-card-label 2,list-card-variable-text,list-card-link href 2,list-card-link src,json_data,list-card-extra-info,list-card-details 2,list-card-details 3,list-card-label 3,list-card-statusText,j
"Greenpoint Rentals | 21 India St, Brooklyn, NY","$2,418+",Studio,"$3,275 ",1 bd,20 days ago,https://www.zillow.com/b/greenpoint-rentals-brooklyn-ny-B6n6Xw/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"70 Sutton St #4A, Brooklyn, NY 11222","$2,350/mo",bd,1,ba,20 days ago,https://www.zillow.com/homedetails/70-Sutton-St-4A-Brooklyn-NY-11222/2073616703_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""70 Sutton St #4a, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""70 Sutton St #4A"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725271,""longitude"":-73.940335},""url"":""https://www.zillow.com/homedetails/70-Sutton-St-4A-Brooklyn-NY-11222/2073616703_zpid/""}","LISTING BY: PROPER REAL ESTATE, LLC",1,--,sqft,#NAME?,Save this home
"733 Meeker Ave #2R, Brooklyn, NY 11222","$2,795/mo",bds,4,ba,20 days ago,https://www.zillow.com/homedetails/733-Meeker-Ave-2R-Brooklyn-NY-11222/2073616731_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""733 Meeker Ave #2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""733 Meeker Ave #2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723856,""longitude"":-73.938907},""url"":""https://www.zillow.com/homedetails/733-Meeker-Ave-2R-Brooklyn-NY-11222/2073616731_zpid/""}",LISTING BY: GZB REALTY,2,--,sqft,#NAME?,Save this home
"107 Newel St #4L, Brooklyn, NY 11222","$2,200/mo",bd,1,ba,20 days ago,https://www.zillow.com/homedetails/107-Newel-St-4L-Brooklyn-NY-11222/2081006122_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""107 Newel St #4l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""107 Newel St #4L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725981,""longitude"":-73.948341},""url"":""https://www.zillow.com/homedetails/107-Newel-St-4L-Brooklyn-NY-11222/2081006122_zpid/""}","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)",1,--,sqft,#NAME?,Save this home
"211 Green St #3DH, Brooklyn, NY 11222","$2,185/mo",bds,2,ba,21 days ago,https://www.zillow.com/homedetails/211-Green-St-3DH-Brooklyn-NY-11222/2073655373_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""211 Green St #3dh, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""211 Green St #3DH"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734154,""longitude"":-73.952805},""url"":""https://www.zillow.com/homedetails/211-Green-St-3DH-Brooklyn-NY-11222/2073655373_zpid/""}",LISTING BY: CODA REAL ESTATE NYC (917-678-7941),1,700,sqft,#NAME?,Save this home
"848 Lorimer St, Brooklyn, NY","$2,595+",Studio,,,22 days ago,https://www.zillow.com/b/848-lorimer-st-brooklyn-ny-3nhm/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"155 Eagle St APT 2L, Brooklyn, NY 11222","$2,200/mo",bd,1,ba,22 days ago,https://www.zillow.com/homedetails/155-Eagle-St-APT-2L-Brooklyn-NY-11222/2108587501_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""155 Eagle St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""155 Eagle St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735434,""longitude"":-73.954471},""url"":""https://www.zillow.com/homedetails/155-Eagle-St-APT-2L-Brooklyn-NY-11222/2108587501_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),1,700,sqft,#NAME?,Save this home
"227 Kingsland Ave #3F, Brooklyn, NY 11222","$2,749/mo",bds,2,ba,22 days ago,https://www.zillow.com/homedetails/227-Kingsland-Ave-3F-Brooklyn-NY-11222/2073735248_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""227 Kingsland Ave #3f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""227 Kingsland Ave #3F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724332,""longitude"":-73.941735},""url"":""https://www.zillow.com/homedetails/227-Kingsland-Ave-3F-Brooklyn-NY-11222/2073735248_zpid/""}",LISTING BY: LIVINGNY (551-804-3593),1,--,sqft,#NAME?,Save this home
"197 Franklin St #2B, Brooklyn, NY 11222","$3,995/mo",bds,3,ba,23 days ago,https://www.zillow.com/homedetails/197-Franklin-St-2B-Brooklyn-NY-11222/2077994413_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""197 Franklin St #2b, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""197 Franklin St #2B"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.733579,""longitude"":-73.958497},""url"":""https://www.zillow.com/homedetails/197-Franklin-St-2B-Brooklyn-NY-11222/2077994413_zpid/""}",LISTING BY: ANKOR MANAGEMENT (212-485-9900),1,--,sqft,#NAME?,Save this home
"311 Eckford St PENTHOUSE A, Brooklyn, NY 11222","$2,350/mo",bds,2,ba,23 days ago,https://www.zillow.com/homedetails/311-Eckford-St-PENTHOUSE-A-Brooklyn-NY-11222/2073755654_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""311 Eckford St Penthouse A, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""311 Eckford St PENTHOUSE A"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729665,""longitude"":-73.952412},""url"":""https://www.zillow.com/homedetails/311-Eckford-St-PENTHOUSE-A-Brooklyn-NY-11222/2073755654_zpid/""}",LISTING BY: DOUGLAS ELLIMAN (917-300-1902),1,900,sqft,#NAME?,Save this home
"277 Driggs Ave #4B, Brooklyn, NY 11222","$2,999/mo",bds,2,ba,23 days ago,https://www.zillow.com/homedetails/277-Driggs-Ave-4B-Brooklyn-NY-11222/2077859153_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""277 Driggs Ave #4b, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,001""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""277 Driggs Ave #4B"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722366,""longitude"":-73.948807},""url"":""https://www.zillow.com/homedetails/277-Driggs-Ave-4B-Brooklyn-NY-11222/2077859153_zpid/""}",LISTING BY: TERRA MAGIA INC,2,"1,001",sqft,#NAME?,Save this home
"212 Huron St APT 3L, Brooklyn, NY 11222","$2,200/mo",bd,1,ba,24 days ago,https://www.zillow.com/homedetails/212-Huron-St-APT-3L-Brooklyn-NY-11222/2102294892_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""212 Huron St Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""650""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""212 Huron St APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.733006,""longitude"":-73.95271},""url"":""https://www.zillow.com/homedetails/212-Huron-St-APT-3L-Brooklyn-NY-11222/2102294892_zpid/""}",LISTING BY: REALTY COLLECTIVE (718-834-1440),1,650,sqft,#NAME?,Save this home
"183 Green St APT 3, Brooklyn, NY 11222","$2,195/mo",bd,1,ba,24 days ago,https://www.zillow.com/homedetails/183-Green-St-APT-3-Brooklyn-NY-11222/2073824724_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""183 Green St Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""183 Green St APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734034,""longitude"":-73.954057},""url"":""https://www.zillow.com/homedetails/183-Green-St-APT-3-Brooklyn-NY-11222/2073824724_zpid/""}",LISTING BY: SIDEWALK REALTY LLC,1,--,sqft,#NAME?,Save this home
"135 Dupont St, Brooklyn, NY","$1,495 ",1 bd,"$1,895 ",2 bds,26 days ago,https://www.zillow.com/b/135-dupont-st-brooklyn-ny-3mKx/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"884 Lorimer St #2, Brooklyn, NY 11222","$3,100/mo",bds,2,ba,Open: Thu. 10am-7pm,https://www.zillow.com/homedetails/884-Lorimer-St-2-Brooklyn-NY-11222/2084863271_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""884 Lorimer St #2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""884 Lorimer St #2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723025,""longitude"":-73.951118},""url"":""https://www.zillow.com/homedetails/884-Lorimer-St-2-Brooklyn-NY-11222/2084863271_zpid/""}",LISTING BY: NOOKLYN.COM LLC (919-802-1474),1,"1,000",sqft,#NAME?,Save this home
"9 Van Dam St, Brooklyn, NY","$2,500 ",2 bds,"$3,000 ",3 bds,27 days ago,https://www.zillow.com/b/9-van-dam-st-brooklyn-ny-5wKgPX/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",,,,,,,
"168 Diamond St #1, Brooklyn, NY 11222","$1,799/mo",bd,1,ba,28 days ago,https://www.zillow.com/homedetails/168-Diamond-St-1-Brooklyn-NY-11222/2074319558_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""168 Diamond St #1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""168 Diamond St #1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728419,""longitude"":-73.948161},""url"":""https://www.zillow.com/homedetails/168-Diamond-St-1-Brooklyn-NY-11222/2074319558_zpid/""}",LISTING BY: FERRIS PROPERTIES CORP. (718-383-7800),1,750,sqft,#NAME?,Save this home
"164 India St #3L, Brooklyn, NY 11222","$2,250/mo",bd,1,ba,28 days ago,https://www.zillow.com/homedetails/164-India-St-3L-Brooklyn-NY-11222/2077135247_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""164 India St #3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""164 India St #3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732229,""longitude"":-73.953308},""url"":""https://www.zillow.com/homedetails/164-India-St-3L-Brooklyn-NY-11222/2077135247_zpid/""}",LISTING BY: NATIVE REAL ESTATE LLC (347-351-5577),1,900,sqft,#NAME?,Save this home
"112 Clay St #1A, Brooklyn, NY 11222","$3,995/mo",bds,4,ba,29 days ago,https://www.zillow.com/homedetails/112-Clay-St-1A-Brooklyn-NY-11222/2074487956_zpid/,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7","{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""112 Clay St #1a, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""112 Clay St #1A"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736518,""longitude"":-73.953649},""url"":""https://www.zillow.com/homedetails/112-Clay-St-1A-Brooklyn-NY-11222/2074487956_zpid/""}",LISTING BY: ARDORNY (646-895-9524),2,--,sqft,#NAME?,Save this home
"125 Mcguinness Blvd, Brooklyn, NY","$2,020+",1 bd,,,30 days ago,https://www.zillow.com/b/125-mcguinness-blvd-brooklyn-ny-97ck8h/,https://photos.zillowstatic.com/fp/b5441ebe820a8600bdb2ac1c3ba394d1-p_e.jpg,,,,,,,
"76 India St APT A19, Brooklyn, NY 11222","$2,300/mo",bds,2,ba,30 days ago,https://www.zillow.com/homedetails/76-India-St-APT-A19-Brooklyn-NY-11222/2109133461_zpid/,https://photos.zillowstatic.com/fp/db4d6718427848762ae99569379fb099-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""76 India St Apt A19, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""76 India St APT A19"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731961,""longitude"":-73.957411},""url"":""https://www.zillow.com/homedetails/76-India-St-APT-A19-Brooklyn-NY-11222/2109133461_zpid/""}",LISTING BY: SPIRE GROUP (718-350-6438),1,--,sqft,#NAME?,Save this home
"99 Sutton St #L9, Brooklyn, NY 11222","$1,900/mo",bd,1,ba,30 days ago,https://www.zillow.com/homedetails/99-Sutton-St-L9-Brooklyn-NY-11222/2075130572_zpid/,https://photos.zillowstatic.com/fp/4a197a3ce06efbcf24168fe13703c99a-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""99 Sutton St #l9, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""550""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""99 Sutton St #L9"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72649,""longitude"":-73.941112},""url"":""https://www.zillow.com/homedetails/99-Sutton-St-L9-Brooklyn-NY-11222/2075130572_zpid/""}",LISTING BY: DREAM SPACE REALTY (917-515-4624),1,550,sqft,#NAME?,Save this home
"112 Eagle St #3, Brooklyn, NY 11222","$1,999/mo",bd,1,ba,31 days ago,https://www.zillow.com/homedetails/112-Eagle-St-3-Brooklyn-NY-11222/2088384794_zpid/,https://photos.zillowstatic.com/fp/ad70694850235e22dca29af95f569f69-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""112 Eagle St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""112 Eagle St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73481,""longitude"":-73.95648},""url"":""https://www.zillow.com/homedetails/112-Eagle-St-3-Brooklyn-NY-11222/2088384794_zpid/""}",LISTING BY: CAPRI JET REALTY CORP (646-226-5533),1,--,sqft,#NAME?,Save this home
"304 Nassau Ave APT 3R, Brooklyn, NY 11222","$2,025/mo",bds,2,ba,32 days ago,https://www.zillow.com/homedetails/304-Nassau-Ave-APT-3R-Brooklyn-NY-11222/2084334235_zpid/,https://photos.zillowstatic.com/fp/a84213dbaa2118efa106590c047095f7-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""304 Nassau Ave Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""304 Nassau Ave APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725996,""longitude"":-73.938224},""url"":""https://www.zillow.com/homedetails/304-Nassau-Ave-APT-3R-Brooklyn-NY-11222/2084334235_zpid/""}",LISTING BY: GOTHAM RENTALS & SALES LLC,1,--,sqft,#NAME?,Save this home
"93 India St APT 1D, Brooklyn, NY 11222","$2,500/mo",bds,2,ba,32 days ago,https://www.zillow.com/homedetails/93-India-St-APT-1D-Brooklyn-NY-11222/2075159381_zpid/,https://photos.zillowstatic.com/fp/a238e43514f663cc26d2c52b7b9b3b26-p_e.jpg,"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""93 India St Apt 1d, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""93 India St APT 1D"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732351,""longitude"":-73.95662},""url"":""https://www.zillow.com/homedetails/93-India-St-APT-1D-Brooklyn-NY-11222/2075159381_zpid/""}",LISTING BY: NATIVE REAL ESTATE LLC (347-351-5577),1,--,sqft,#NAME?,Save this home
